10%_constrained,20%_constrained,30%_constrained,50%_constrained,10%_or_+/-_2hr24min,20%_or_+/-_2hr24min,30%_or_+/-_2hr24min,50%_or_+/-_2hr24min,Year,Expt/Location,Aerated/Flowthrough/Neither,Temp,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Min_(hours),Max_(hours),Midpoint_(hours),Contraint_Percentage_([max-min]/mid,Start_+_End_Windows,Window,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
0,1,1,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c3-1,Haustrum haustorium,EPFS Rocks,24.6,Onithochiton neglectus neglectus,Robyn's Sea-table,8.1,,no,0.027,no,,100,0.000,,6/13/2006 8:55,6/13/2006 9:50,,6/13/2006 20:12,6/13/2006 21:09,,0.43,0.51,0.47,10.37,12.23,11.30,0.17,1:52:00,0.08,11.39,1
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c21-2,Haustrum haustorium,EPFS Rocks,32.0,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",15.7,,no,0.235,no,,100,0.000,,6/12/2006 4:07,6/12/2006 8:27,,6/13/2006 21:02,6/13/2006 22:01,,1.52,1.75,1.64,36.58,41.90,39.24,0.14,5:19:00,0.22,4.32,0
0,0,1,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c12-1,Haustrum haustorium,EPFS Rocks,16.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.8,yes,0.012,YES,,100,0.000,,6/13/2006 11:52,6/13/2006 12:52,,6/13/2006 21:09,6/13/2006 22:08,,0.35,0.43,0.39,8.28,10.27,9.28,0.21,1:59:00,0.08,10.79,1
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c4-1,Haustrum haustorium,EPFS Rocks,31.8,Onithochiton neglectus neglectus,Robyn's Sea-table,,,no,,no,,,,,6/12/2006 23:40,6/13/2006 8:55,,6/13/2006 22:08,6/13/2006 23:05,,0.55,0.98,0.76,13.22,23.42,18.32,0.56,10:12:00,0.43,2.30,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c13-1,Haustrum haustorium,EPFS Rocks,53.1,Onithochiton neglectus neglectus,Robyn's Sea-table,10.0,,no,0.106,no,,100,0.000,,6/13/2006 22:32,6/13/2006 23:40,,6/13/2006 23:40,6/14/2006 8:55,,0.00,0.43,0.22,0.00,10.38,5.19,2.00,10:23:00,0.43,2.26,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,8.4,,no,0.031,no,,100,0.000,,6/13/2006 11:45,6/13/2006 12:46,,6/14/2006 0:04,6/14/2006 8:40,,0.47,0.87,0.67,11.30,20.92,16.11,0.60,9:37:00,0.40,2.43,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.5,c24-1,Haustrum haustorium,EPFS Rocks,16.5,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.7,2.0,no,0.005,no,,100,0.000,,6/9/2006 14:52,6/9/2006 16:04,,6/14/2006 0:07,6/14/2006 8:45,,4.34,4.75,4.54,104.05,113.88,108.97,0.09,9:50:00,0.41,2.38,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.5,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.6,2.7,yes,0.007,no,,100,0.000,,6/13/2006 12:49,6/13/2006 13:47,,6/14/2006 0:07,7/14/2006 8:45,,0.43,30.83,15.63,10.33,739.93,375.13,1.94,729:36:00,30.40,0.03,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c13-1,Haustrum haustorium,EPFS Rocks,53.1,Onithochiton neglectus neglectus,Robyn's Sea-table,13.3,,no,0.087,no,,100,0.000,,6/13/2006 22:08,6/13/2006 23:05,,6/14/2006 0:09,6/14/2006 8:50,,0.04,0.45,0.25,1.07,10.70,5.88,1.64,9:38:00,0.40,2.43,0
0,1,1,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c11-1,Haustrum haustorium,EPFS Rocks,41.4,Onithochiton neglectus neglectus,Robyn's Sea-table,13.3,,no,0.077,no,,100,0.000,,6/13/2006 22:08,6/13/2006 23:05,,6/14/2006 8:50,6/14/2006 9:44,,0.41,0.48,0.44,9.75,11.60,10.67,0.17,1:51:00,0.08,11.48,1
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.5,c23-1,Haustrum haustorium,EPFS Rocks,17.7,Onithochiton neglectus neglectus,Robyn's Sea-table,9.8,,no,0.031,no,,100,0.000,,6/12/2006 8:31,6/12/2006 9:37,,6/14/2006 9:41,6/14/2006 10:36,,2.00,2.09,2.04,48.07,50.08,49.08,0.04,2:01:00,0.08,10.64,1
0,0,0,0,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c11-1,Haustrum haustorium,EPFS Rocks,41.4,Onithochiton neglectus neglectus,Robyn's Sea-table,,,no,,no,,,,must have been missed,6/14/2006 9:44,6/14/2006 10:39,,6/14/2006 9:44,6/14/2006 10:39,,0.00,0.04,0.02,0.00,0.92,0.46,2.00,1:50:00,0.08,11.58,1
0,0,0,0,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c22-2,Haustrum haustorium,EPFS Rocks,26.5,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",5.6,,no,0.006,no,,100,0.000,,6/14/2006 9:44,6/14/2006 10:39,,6/14/2006 9:44,6/14/2006 10:39,,0.00,0.04,0.02,0.00,0.92,0.46,2.00,1:50:00,0.08,11.58,1
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c3-1,Haustrum haustorium,EPFS Rocks,24.6,Onithochiton neglectus neglectus,Robyn's Sea-table,8.8,,no,0.034,no,,100,0.000,,6/13/2006 21:09,6/13/2006 22:08,,6/14/2006 11:39,6/14/2006 13:34,,0.56,0.68,0.62,13.52,16.42,14.97,0.19,2:54:00,0.12,7.64,0
0,0,0,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c19-1,Haustrum haustorium,EPFS Rocks,43.3,Onithochiton neglectus neglectus,Robyn's Sea-table,10.1,,no,0.036,no,,100,0.000,,6/14/2006 9:41,6/14/2006 10:36,,6/14/2006 14:34,6/14/2006 16:00,,0.17,0.26,0.21,3.97,6.32,5.14,0.46,2:21:00,0.10,9.27,1
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c15-1,Haustrum haustorium,EPFS Rocks,38.2,Siphonaria australis,EPFS & Lighthouse Reef,10.6,,no,0.046,no,,100,0.000,,6/14/2006 17:28,6/14/2006 18:36,,6/14/2006 22:37,6/15/2006 8:53,,0.17,0.64,0.40,4.02,15.42,9.72,1.17,11:24:00,0.47,2.06,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,9.0,,no,0.017,no,,100,0.000,,6/14/2006 8:40,6/14/2006 9:38,,6/14/2006 22:37,6/15/2006 8:53,,0.54,1.01,0.78,12.98,24.22,18.60,0.60,11:14:00,0.47,2.09,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c26-1,Haustrum haustorium,EPFS Rocks,46.4,Siphonaria australis,EPFS & Lighthouse Reef,12.7,,no,0.101,no,,90,0.003,,6/14/2006 0:04,6/14/2006 8:40,,6/14/2006 22:37,6/15/2006 8:53,,0.58,1.37,0.97,13.95,32.82,23.38,0.81,18:52:00,0.79,1.26,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.5,c8-1,Haustrum haustorium,EPFS Rocks,24.0,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",11.2,,no,0.066,no,,100,0.000,,6/12/2006 8:31,6/12/2006 9:37,,6/14/2006 22:38,6/15/2006 8:57,,2.54,3.02,2.78,61.02,72.43,66.73,0.17,11:25:00,0.48,2.06,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-2,Haustrum haustorium,EPFS Rocks,38.0,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",22.7,,no,0.514,no,,100,0.000,,6/14/2006 13:31,6/14/2006 14:34,,6/14/2006 22:38,6/15/2006 8:57,,0.34,0.81,0.57,8.07,19.43,13.75,0.83,11:22:00,0.47,2.07,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",12.7,,no,0.064,no,,100,0.000,,6/15/2006 8:59,6/15/2006 11:43,,6/15/2006 12:48,6/15/2006 13:52,,0.05,0.20,0.12,1.08,4.88,2.98,1.27,3:48:00,0.16,5.94,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c19-1,Haustrum haustorium,EPFS Rocks,43.3,Onithochiton neglectus neglectus,Robyn's Sea-table,,,no,,no,,,,,6/14/2006 22:38,6/15/2006 8:57,,6/15/2006 16:37,6/15/2006 17:36,,0.32,0.79,0.55,7.67,18.97,13.32,0.85,11:18:00,0.47,2.08,0
0,0,0,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c7-2,Haustrum haustorium,EPFS Rocks,32.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",17.9,,no,0.289,no,,100,0.000,,6/15/2006 12:48,6/15/2006 13:52,,6/15/2006 17:38,6/15/2006 18:34,,0.16,0.24,0.20,3.77,5.77,4.77,0.42,2:00:00,0.08,10.71,1
0,0,0,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,6.9,,no,0.018,no,,100,0.000,,6/15/2006 14:32,6/15/2006 15:32,,6/15/2006 20:36,6/15/2006 21:34,,0.21,0.29,0.25,5.07,7.03,6.05,0.33,1:58:00,0.08,10.88,1
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c3-1,Haustrum haustorium,EPFS Rocks,33.1,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",12.0,,no,0.114,no,,100,0.000,,6/14/2006 8:45,6/14/2006 9:41,,6/16/2006 4:29,6/16/2006 8:27,,1.78,1.99,1.89,42.80,47.70,45.25,0.11,4:54:00,0.20,4.67,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c24-1,Haustrum haustorium,EPFS Rocks,20.4,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.3,yes,0.012,no,,100,0.000,,6/16/2006 0:23,6/16/2006 4:32,,6/16/2006 4:32,6/16/2006 8:31,,0.00,0.34,0.17,0.00,8.13,4.07,2.00,8:08:00,0.34,2.87,0
0,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c15-1,Haustrum haustorium,EPFS Rocks,38.2,Siphonaria australis,EPFS & Lighthouse Reef,12.2,,no,0.073,no,,70,0.008,,6/15/2006 16:34,6/15/2006 17:33,,6/16/2006 11:31,6/16/2006 12:33,,0.75,0.83,0.79,17.97,19.98,18.98,0.11,2:01:00,0.08,10.64,1
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c7-2,Haustrum haustorium,EPFS Rocks,32.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",19.6,,no,0.468,no,,100,0.000,,6/16/2006 4:32,6/16/2006 8:31,,6/16/2006 12:37,6/16/2006 16:14,,0.17,0.49,0.33,4.10,11.70,7.90,0.96,7:36:00,0.32,3.06,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",14.7,,no,0.163,no,,100,0.000,,6/16/2006 11:36,6/16/2006 12:37,,6/16/2006 12:37,6/16/2006 16:14,,0.00,0.19,0.10,0.00,4.63,2.32,2.00,4:38:00,0.19,4.92,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c12-2,Haustrum haustorium,EPFS Rocks,13.1,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.8,2.3,no,0.007,no,,100,0.000,,6/15/2006 13:52,6/15/2006 14:39,,6/16/2006 17:22,6/16/2006 18:11,,1.11,1.18,1.15,26.72,28.32,27.52,0.06,1:36:00,0.07,13.04,1
0,0,1,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.8,2.6,yes,0.006,no,,100,0.000,,6/16/2006 8:27,6/16/2006 9:38,,6/16/2006 19:06,6/16/2006 20:03,,0.39,0.48,0.44,9.47,11.60,10.53,0.20,2:08:00,0.09,10.11,1
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c9-2,Haustrum haustorium,EPFS Rocks,26.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",13.3,,no,0.087,no,,100,0.000,,6/16/2006 12:33,6/16/2006 16:09,,6/16/2006 22:03,6/17/2006 0:49,,0.25,0.51,0.38,5.90,12.27,9.08,0.70,6:22:00,0.27,3.63,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,5.4,,no,0.012,no,,100,0.000,,6/16/2006 12:33,6/16/2006 16:09,,6/16/2006 22:03,6/17/2006 0:49,,0.25,0.51,0.38,5.90,12.27,9.08,0.70,6:22:00,0.27,3.63,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-3,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.0,,no,0.129,no,,100,0.000,,6/15/2006 15:51,6/15/2006 16:37,,6/16/2006 22:05,6/17/2006 0:53,,1.23,1.38,1.30,29.47,33.03,31.25,0.11,3:34:00,0.15,6.30,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c6-1,Haustrum haustorium,EPFS Rocks,16.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.6,3.0,yes,0.015,no,,100,0.000,,6/15/2006 19:35,6/15/2006 20:36,,6/17/2006 0:49,6/17/2006 4:37,,1.18,1.38,1.28,28.22,33.03,30.63,0.16,4:49:00,0.20,4.75,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c13-2,Haustrum haustorium,EPFS Rocks,30.0,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",15.3,,no,0.211,no,,90,0.006,,6/15/2006 12:44,6/15/2006 13:50,,6/17/2006 0:53,6/17/2006 4:43,,1.46,1.67,1.56,35.05,39.98,37.52,0.13,4:56:00,0.21,4.64,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c3-2,Haustrum haustorium,EPFS Rocks,13.8,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.4,3.2,no,0.014,no,,100,0.000,,6/15/2006 12:12,6/15/2006 12:48,,6/17/2006 4:46,6/17/2006 10:39,,1.67,1.94,1.80,39.97,46.45,43.21,0.15,6:29:00,0.27,3.57,0
0,0,0,1,0,0,0,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c6-1,Haustrum haustorium,EPFS Rocks,34.7,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",11.3,,no,0.083,no,,100,0.000,,6/14/2006 22:40,6/15/2006 8:59,,6/17/2006 4:46,6/17/2006 10:39,,1.82,2.50,2.16,43.78,59.98,51.88,0.31,16:12:00,0.67,1.46,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c2-2,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.4,,no,0.170,YES,,100,0.000,,6/16/2006 12:37,6/16/2006 16:14,,6/17/2006 4:46,6/17/2006 10:39,,0.52,0.92,0.72,12.53,22.03,17.28,0.55,9:30:00,0.40,2.46,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c17-1,Haustrum haustorium,EPFS Rocks,34.3,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",20.1,,no,0.408,no,,100,0.000,,6/16/2006 18:11,6/16/2006 19:08,,6/17/2006 4:46,6/17/2006 10:39,,0.40,0.69,0.54,9.63,16.47,13.05,0.52,6:50:00,0.28,3.39,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c11-2,Haustrum haustorium,EPFS Rocks,26.1,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",12.4,,no,0.133,no,,100,0.000,,6/15/2006 11:34,6/15/2006 12:40,,6/17/2006 10:30,6/17/2006 11:34,,1.91,2.00,1.95,45.83,48.00,46.92,0.05,2:10:00,0.09,9.97,1
0,0,1,1,0,0,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c9-2,Haustrum haustorium,EPFS Rocks,26.8,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",13.8,,no,0.129,no,,100,0.000,,6/16/2006 22:03,6/17/2006 0:49,,6/17/2006 12:27,6/17/2006 13:29,,0.48,0.64,0.56,11.63,15.43,13.53,0.28,3:48:00,0.16,5.94,0
0,1,1,1,0,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c16-1,Haustrum haustorium,EPFS Rocks,35.1,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",16.6,,no,0.333,no,,100,0.000,,6/16/2006 10:31,6/16/2006 11:34,,6/17/2006 13:33,6/17/2006 17:40,,1.08,1.30,1.19,25.98,31.15,28.57,0.18,5:10:00,0.22,4.44,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48.0,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",21.8,,no,0.420,no,,100,0.000,,6/17/2006 4:43,6/17/2006 10:34,,6/17/2006 13:33,6/17/2006 17:40,,0.12,0.54,0.33,2.98,12.95,7.97,1.25,9:58:00,0.42,2.35,0
0,0,1,1,0,0,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c16-2,Haustrum haustorium,EPFS Rocks,13.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.5,2.1,no,0.006,no,,100,0.000,,6/16/2006 0:16,6/16/2006 4:27,,6/17/2006 22:33,6/18/2006 8:29,,1.75,2.34,2.05,42.10,56.22,49.16,0.29,14:07:00,0.59,1.67,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c8-2,Haustrum haustorium,EPFS Rocks,27.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",12.3,,no,0.104,no,,100,0.000,,6/17/2006 12:30,6/17/2006 13:33,,6/17/2006 22:36,6/18/2006 8:33,,0.38,0.84,0.61,9.05,20.05,14.55,0.76,11:00:00,0.46,2.14,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.5,,no,0.160,no,,100,0.000,,6/17/2006 10:34,6/17/2006 11:39,,6/17/2006 22:36,6/18/2006 8:33,,0.46,0.92,0.69,10.95,21.98,16.47,0.67,11:02:00,0.46,2.13,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c12-2,Haustrum haustorium,EPFS Rocks,31.0,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",16.0,,no,0.161,no,,100,0.000,,6/17/2006 4:43,6/17/2006 10:34,,6/17/2006 22:36,6/18/2006 8:33,,0.50,1.16,0.83,12.03,27.83,19.93,0.79,15:48:00,0.66,1.50,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c17-2,Haustrum haustorium,EPFS Rocks,11.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.7,2.4,yes,0.006,no,,100,0.000,,6/17/2006 11:39,6/17/2006 12:30,,6/17/2006 22:36,6/18/2006 8:33,,0.42,0.87,0.65,10.10,20.90,15.50,0.70,10:48:00,0.45,2.17,0
0,0,0,1,0,0,0,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c12-2,Haustrum haustorium,EPFS Rocks,13.1,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,3.0,no,0.011,no,,100,0.000,,6/16/2006 17:22,6/16/2006 18:11,,6/17/2006 22:39,6/18/2006 8:36,,1.19,1.63,1.41,28.47,39.23,33.85,0.32,10:46:00,0.45,2.18,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c1-1,Haustrum haustorium,EPFS Rocks,53.6,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",18.1,,no,0.419,no,,100,0.000,,6/16/2006 22:03,6/17/2006 0:49,,6/18/2006 17:48,6/18/2006 18:44,,1.71,1.86,1.78,40.98,44.68,42.83,0.09,3:42:00,0.15,6.09,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c14-2,Haustrum haustorium,EPFS Rocks,15.3,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",3.5,2.4,no,0.008,no,,100,0.000,,6/17/2006 10:30,6/17/2006 11:34,,6/18/2006 19:37,6/18/2006 20:46,,1.34,1.43,1.38,32.05,34.27,33.16,0.07,2:13:00,0.09,9.77,1
0,0,0,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c21-1,Haustrum haustorium,EPFS Rocks,48.2,Onithochiton neglectus neglectus,Robyn's Sea-table,10.1,,no,0.031,no,,100,0.000,,6/18/2006 18:48,6/18/2006 19:40,,6/18/2006 22:45,6/18/2006 23:45,,0.13,0.21,0.17,3.08,4.95,4.02,0.46,1:52:00,0.08,11.39,1
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.3,,no,0.185,no,,100,0.000,,6/18/2006 8:33,6/18/2006 9:34,,6/18/2006 23:45,6/19/2006 8:29,,0.59,1.00,0.79,14.18,23.93,19.06,0.51,9:45:00,0.41,2.40,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48.0,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",20.2,,no,0.343,no,,100,0.000,,6/18/2006 20:51,6/18/2006 21:43,,6/18/2006 23:45,6/19/2006 8:29,,0.08,0.48,0.28,2.03,11.63,6.83,1.40,9:36:00,0.40,2.44,0
0,0,1,1,0,0,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c2-2,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",14.2,,no,0.187,yes,,100,0.000,,6/17/2006 17:41,6/17/2006 18:39,,6/18/2006 23:47,6/19/2006 8:32,,1.21,1.62,1.42,29.13,38.85,33.99,0.29,9:43:00,0.40,2.41,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c10-3,Haustrum haustorium,EPFS Rocks,28.8,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.1,,no,0.110,no,,100,0.000,,6/16/2006 22:05,6/17/2006 0:53,,6/19/2006 9:31,6/19/2006 10:45,,2.36,2.53,2.44,56.63,60.67,58.65,0.07,4:02:00,0.17,5.62,0
0,0,0,0,0,0,0,0,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c14-2,Haustrum haustorium,EPFS Rocks,48.0,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",14.9,,no,0.111,YES,,100,0.000,,6/19/2006 10:59,6/19/2006 11:59,,6/19/2006 14:51,6/19/2006 18:38,,0.12,0.32,0.22,2.87,7.65,5.26,0.91,4:47:00,0.20,4.78,0
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c16-2,Haustrum haustorium,EPFS Rocks,13.9,Risellopsis varia,"EPFS, Lighthouse Reef & Paia Pt",4.2,2.7,no,0.011,no,,100,0.000,"not sure of start time!  Estimated based on memory!!!! Also, end time was at first listed as ""fail"" but 2 dead were found after subsequent feeding",6/18/2006 11:41,6/18/2006 12:44,,6/19/2006 18:35,6/19/2006 19:36,,1.24,1.33,1.29,29.85,31.92,30.88,0.07,2:04:00,0.09,10.40,1
0,0,1,1,1,1,1,1,2006,H-Times-TopLab-HighTemp,Aerated,18.0,c18-2,Haustrum haustorium,EPFS Rocks,39.4,Cellana radians,"EPFS, Lighthouse Reef & Paia Pt",25.3,,no,0.408,no,,100,0.000,,6/19/2006 12:03,6/19/2006 13:07,,6/19/2006 20:41,6/19/2006 21:45,,0.32,0.40,0.36,7.57,9.70,8.63,0.25,2:08:00,0.09,10.11,1
1,1,1,1,1,1,1,1,2006,H-Times-TopLab-LowTemp,Aerated,10.0,c25-1,Haustrum haustorium,EPFS Rocks,27.8,Siphonaria australis,EPFS & Lighthouse Reef,9.1,,no,0.035,no,,100,0.000,,6/18/2006 19:37,6/18/2006 20:46,,6/19/2006 21:39,,yes,1.04,1.08,1.06,24.88,26.03,25.46,0.05,1:09:00,0.05,17.27,1
0,0,1,1,0,0,1,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c9-2,Haustrum haustorium,EPFS Rocks,36.5,Cellana ornata,"EPFS, Lighthouse Reef & Paia Pt",13.5,,no,0.137,no,,100,0.000,,6/19/2006 8:29,6/19/2006 9:31,,6/20/2006 3:22,6/20/2006 8:26,,0.74,1.00,0.87,17.85,23.95,20.90,0.29,6:06:00,0.25,3.79,0
0,0,0,1,0,0,0,1,2006,H-Times-TopLab-MidTemp,Aerated,14.3,c3-1,Haustrum haustorium,EPFS Rocks,33.1,Sypharochiton pelliserpentis,"EPFS, Lighthouse Reef & Paia Pt",10.1,,no,0.066,no,,100,0.000,,6/19/2006 13:57,6/19/2006 14:51,,6/20/2006 3:22,6/20/2006 8:26,,0.52,0.77,0.65,12.52,18.48,15.50,0.38,5:58:00,0.25,3.87,0
