Site,RecountNum,ElapsedDays,Block,Plot,Trtmt,SpeciesName,PercentCoverSpecies,ExtrapolatedCount
CapeFoulwind,1,178,B,3,Bare Ctrl,Benhamina obliquata,FALSE,3
CapeFoulwind,1,178,B,3,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,28
CapeFoulwind,1,178,B,3,Bare Ctrl,Epopella plicata COUNT,FALSE,34
CapeFoulwind,1,178,B,3,Bare Ctrl,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,B,3,Bare Ctrl,Notoacmea Black,FALSE,5
CapeFoulwind,1,178,B,3,Bare Ctrl,Notoacmea Net,FALSE,5
CapeFoulwind,1,178,B,3,Bare Ctrl,Notoacmea Radialspokes,FALSE,33
CapeFoulwind,1,178,B,3,Bare Ctrl,Porphyra COUNT,FALSE,6
CapeFoulwind,1,178,B,3,Bare Ctrl,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,B,3,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,6
CapeFoulwind,1,178,B,5,Ctrl,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,178,B,5,Ctrl,Austrolittorina cincta,FALSE,93
CapeFoulwind,1,178,B,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,308
CapeFoulwind,1,178,B,5,Ctrl,Coralline Encrusting Paint,TRUE,0.1
CapeFoulwind,1,178,B,5,Ctrl,Epopella plicata COUNT,FALSE,68
CapeFoulwind,1,178,B,5,Ctrl,Epopella plicata DEADCOUNT,FALSE,3
CapeFoulwind,1,178,B,5,Ctrl,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,B,5,Ctrl,Margarella spp,FALSE,1
CapeFoulwind,1,178,B,5,Ctrl,Notoacmea Black,FALSE,11
CapeFoulwind,1,178,B,5,Ctrl,Notoacmea Net,FALSE,5
CapeFoulwind,1,178,B,5,Ctrl,Notoacmea Radialspokes,FALSE,2
CapeFoulwind,1,178,B,5,Ctrl,Patelloida corticata,FALSE,2
CapeFoulwind,1,178,B,5,Ctrl,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,178,B,5,Ctrl,Plaxiphora caelata,FALSE,3
CapeFoulwind,1,178,B,5,Ctrl,Risellopsis varia,FALSE,53
CapeFoulwind,1,178,B,5,Ctrl,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,B,5,Ctrl,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,178,B,5,Ctrl,Xenostrobus pulex COUNT,FALSE,472
CapeFoulwind,1,178,B,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,7
CapeFoulwind,1,178,C,3,- Pred,Austrolittorina antipodum,FALSE,8
CapeFoulwind,1,178,C,3,- Pred,Austrolittorina cincta,FALSE,387
CapeFoulwind,1,178,C,3,- Pred,Cellana ornata,FALSE,1
CapeFoulwind,1,178,C,3,- Pred,Chamaesipho columna DEADCOUNT,FALSE,22
CapeFoulwind,1,178,C,3,- Pred,Epopella plicata COUNT,FALSE,277
CapeFoulwind,1,178,C,3,- Pred,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,C,3,- Pred,Nereididae spp,FALSE,2
CapeFoulwind,1,178,C,3,- Pred,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,C,3,- Pred,Notoacmea Black,FALSE,16
CapeFoulwind,1,178,C,3,- Pred,Notoacmea Radialspokes,FALSE,10
CapeFoulwind,1,178,C,3,- Pred,Paratrophon patens,FALSE,1
CapeFoulwind,1,178,C,3,- Pred,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,C,3,- Pred,Perna canaliculus COUNT,FALSE,6
CapeFoulwind,1,178,C,3,- Pred,Risellopsis varia,FALSE,6
CapeFoulwind,1,178,C,3,- Pred,Xenostrobus pulex COUNT,FALSE,363
CapeFoulwind,1,178,C,3,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,C,4,- Pred dPrey,Austrolittorina antipodum,FALSE,5
CapeFoulwind,1,178,C,4,- Pred dPrey,Austrolittorina cincta,FALSE,309
CapeFoulwind,1,178,C,4,- Pred dPrey,Austrolittorina cincta,FALSE,352
CapeFoulwind,1,178,C,4,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,58
CapeFoulwind,1,178,C,4,- Pred dPrey,Epopella plicata COUNT,FALSE,282
CapeFoulwind,1,178,C,4,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,178,C,4,- Pred dPrey,Margarella spp,FALSE,2
CapeFoulwind,1,178,C,4,- Pred dPrey,Nereididae spp,FALSE,1
CapeFoulwind,1,178,C,4,- Pred dPrey,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,C,4,- Pred dPrey,Notoacmea Black,FALSE,12
CapeFoulwind,1,178,C,4,- Pred dPrey,Notoacmea Radialspokes,FALSE,15
CapeFoulwind,1,178,C,4,- Pred dPrey,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,C,4,- Pred dPrey,Risellopsis varia,FALSE,1
CapeFoulwind,1,178,C,4,- Pred dPrey,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,C,4,- Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,C,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,618
CapeFoulwind,1,178,C,4,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,C,6,+ Pred,Austrolittorina antipodum,FALSE,8
CapeFoulwind,1,178,C,6,+ Pred,Austrolittorina cincta,FALSE,245
CapeFoulwind,1,178,C,6,+ Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,178,C,6,+ Pred,Cantharidella tesselata,FALSE,1
CapeFoulwind,1,178,C,6,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,33
CapeFoulwind,1,178,C,6,+ Pred,Epopella plicata COUNT,FALSE,266
CapeFoulwind,1,178,C,6,+ Pred,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,178,C,6,+ Pred,Haustrum scobina,FALSE,8
CapeFoulwind,1,178,C,6,+ Pred,Margarella spp,FALSE,1
CapeFoulwind,1,178,C,6,+ Pred,Nereididae spp,FALSE,3
CapeFoulwind,1,178,C,6,+ Pred,Notoacmea 2spokes,FALSE,1
CapeFoulwind,1,178,C,6,+ Pred,Notoacmea Black,FALSE,5
CapeFoulwind,1,178,C,6,+ Pred,Notoacmea Radialspokes,FALSE,8
CapeFoulwind,1,178,C,6,+ Pred,Perna canaliculus COUNT,FALSE,7
CapeFoulwind,1,178,C,6,+ Pred,Risellopsis varia,FALSE,12
CapeFoulwind,1,178,C,6,+ Pred,Sypharochiton pelliserpentis,FALSE,3
CapeFoulwind,1,178,C,6,+ Pred,Xenostrobus pulex COUNT,FALSE,381
CapeFoulwind,1,178,C,6,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,12
CapeFoulwind,1,178,C,2,+ Pred dPrey,Austrolittorina antipodum,FALSE,5
CapeFoulwind,1,178,C,2,+ Pred dPrey,Austrolittorina cincta,FALSE,396
CapeFoulwind,1,178,C,2,+ Pred dPrey,Cellana radians,FALSE,1
CapeFoulwind,1,178,C,2,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,197
CapeFoulwind,1,178,C,2,+ Pred dPrey,Epopella plicata COUNT,FALSE,223
CapeFoulwind,1,178,C,2,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,178,C,2,+ Pred dPrey,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,C,2,+ Pred dPrey,Margarella spp,FALSE,1
CapeFoulwind,1,178,C,2,+ Pred dPrey,Notoacmea 2spokes,FALSE,3
CapeFoulwind,1,178,C,2,+ Pred dPrey,Notoacmea Black,FALSE,14
CapeFoulwind,1,178,C,2,+ Pred dPrey,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,C,2,+ Pred dPrey,Notoacmea Radialspokes,FALSE,10
CapeFoulwind,1,178,C,2,+ Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,C,2,+ Pred dPrey,Perna canaliculus COUNT,FALSE,4
CapeFoulwind,1,178,C,2,+ Pred dPrey,Risellopsis varia,FALSE,1
CapeFoulwind,1,178,C,2,+ Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,C,2,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,316
CapeFoulwind,1,178,C,2,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,178,C,1,Bare Ctrl,Austrolittorina antipodum,FALSE,32
CapeFoulwind,1,178,C,1,Bare Ctrl,Austrolittorina cincta,FALSE,58
CapeFoulwind,1,178,C,1,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,1
CapeFoulwind,1,178,C,1,Bare Ctrl,Epopella plicata COUNT,FALSE,3
CapeFoulwind,1,178,C,1,Bare Ctrl,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,178,C,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,0
CapeFoulwind,1,178,C,1,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,1
CapeFoulwind,1,178,C,5,Ctrl,Austrolittorina antipodum,FALSE,19
CapeFoulwind,1,178,C,5,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,73
CapeFoulwind,1,178,C,5,Ctrl,Epopella plicata COUNT,FALSE,402
CapeFoulwind,1,178,C,5,Ctrl,Epopella plicata DEADCOUNT,FALSE,4
CapeFoulwind,1,178,C,5,Ctrl,Haustrum scobina,FALSE,12
CapeFoulwind,1,178,C,5,Ctrl,Notoacmea Black,FALSE,7
CapeFoulwind,1,178,C,5,Ctrl,Notoacmea Radialspokes,FALSE,2
CapeFoulwind,1,178,C,5,Ctrl,Risellopsis varia,FALSE,5
CapeFoulwind,1,178,C,5,Ctrl,Xenostrobus pulex COUNT,FALSE,114
CapeFoulwind,1,178,C,5,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,D,4,- Pred,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,178,D,4,- Pred,Austrolittorina cincta,FALSE,81
CapeFoulwind,1,178,D,4,- Pred,Cellana radians,FALSE,1
CapeFoulwind,1,178,D,4,- Pred,Chamaesipho columna DEADCOUNT,FALSE,52
CapeFoulwind,1,178,D,4,- Pred,Epopella plicata COUNT,FALSE,96
CapeFoulwind,1,178,D,4,- Pred,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,D,4,- Pred,Margarella spp,FALSE,1
CapeFoulwind,1,178,D,4,- Pred,Notoacmea Black,FALSE,10
CapeFoulwind,1,178,D,4,- Pred,Notoacmea Net,FALSE,3
CapeFoulwind,1,178,D,4,- Pred,Notoacmea Radialspokes,FALSE,13
CapeFoulwind,1,178,D,4,- Pred,Perna canaliculus COUNT,FALSE,4
CapeFoulwind,1,178,D,4,- Pred,Risellopsis varia,FALSE,20
CapeFoulwind,1,178,D,4,- Pred,Xenostrobus pulex COUNT,FALSE,388
CapeFoulwind,2,178,D,4,- Pred,Xenostrobus pulex COUNT,FALSE,382
CapeFoulwind,1,178,D,4,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,7
CapeFoulwind,1,178,D,6,- Pred dPrey,Austrolittorina antipodum,FALSE,8
CapeFoulwind,1,178,D,6,- Pred dPrey,Austrolittorina cincta,FALSE,62
CapeFoulwind,1,178,D,6,- Pred dPrey,Cellana ornata,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,33
CapeFoulwind,1,178,D,6,- Pred dPrey,Epopella plicata COUNT,FALSE,166
CapeFoulwind,1,178,D,6,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Margarella spp,FALSE,2
CapeFoulwind,1,178,D,6,- Pred dPrey,Nereididae spp,FALSE,5
CapeFoulwind,1,178,D,6,- Pred dPrey,Notoacmea 2spokes,FALSE,3
CapeFoulwind,1,178,D,6,- Pred dPrey,Notoacmea Black,FALSE,13
CapeFoulwind,1,178,D,6,- Pred dPrey,Notoacmea Radialspokes,FALSE,16
CapeFoulwind,1,178,D,6,- Pred dPrey,Patelloida corticata,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Perna canaliculus COUNT,FALSE,6
CapeFoulwind,1,178,D,6,- Pred dPrey,Porphyra COUNT,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Risellopsis varia,FALSE,12
CapeFoulwind,1,178,D,6,- Pred dPrey,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,D,6,- Pred dPrey,UNID Algae Red,TRUE,4
CapeFoulwind,1,178,D,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,790
CapeFoulwind,1,178,D,6,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,178,D,1,+ Pred,Austrolittorina antipodum,FALSE,4
CapeFoulwind,1,178,D,1,+ Pred,Austrolittorina cincta,FALSE,169
CapeFoulwind,1,178,D,1,+ Pred,Benhamina obliquata,FALSE,1
CapeFoulwind,1,178,D,1,+ Pred,Cantharidella tesselata,FALSE,1
CapeFoulwind,1,178,D,1,+ Pred,Cellana radians,FALSE,1
CapeFoulwind,1,178,D,1,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,144
CapeFoulwind,1,178,D,1,+ Pred,Epopella plicata COUNT,FALSE,40
CapeFoulwind,1,178,D,1,+ Pred,Epopella plicata DEADCOUNT,FALSE,3
CapeFoulwind,1,178,D,1,+ Pred,Haustrum scobina,FALSE,2
CapeFoulwind,1,178,D,1,+ Pred,Notoacmea Black,FALSE,17
CapeFoulwind,1,178,D,1,+ Pred,Notoacmea Net,FALSE,2
CapeFoulwind,1,178,D,1,+ Pred,Notoacmea Radialspokes,FALSE,12
CapeFoulwind,1,178,D,1,+ Pred,Perna canaliculus COUNT,FALSE,5
CapeFoulwind,1,178,D,1,+ Pred,Risellopsis varia,FALSE,3
CapeFoulwind,1,178,D,1,+ Pred,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,D,1,+ Pred,Xenostrobus pulex COUNT,FALSE,750
CapeFoulwind,1,178,D,1,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,D,5,+ Pred dPrey,Austrolittorina antipodum,FALSE,12
CapeFoulwind,1,178,D,5,+ Pred dPrey,Austrolittorina cincta,FALSE,177
CapeFoulwind,1,178,D,5,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,67
CapeFoulwind,1,178,D,5,+ Pred dPrey,Epopella plicata COUNT,FALSE,129
CapeFoulwind,1,178,D,5,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,1
CapeFoulwind,1,178,D,5,+ Pred dPrey,Haustrum scobina,FALSE,2
CapeFoulwind,1,178,D,5,+ Pred dPrey,Notoacmea Black,FALSE,17
CapeFoulwind,1,178,D,5,+ Pred dPrey,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,D,5,+ Pred dPrey,Notoacmea Radialspokes,FALSE,42
CapeFoulwind,1,178,D,5,+ Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,D,5,+ Pred dPrey,Porphyra COUNT,FALSE,1
CapeFoulwind,1,178,D,5,+ Pred dPrey,Risellopsis varia,FALSE,13
CapeFoulwind,1,178,D,5,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,446
CapeFoulwind,1,178,D,5,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,D,2,Bare Ctrl,Austrolittorina antipodum,FALSE,12
CapeFoulwind,1,178,D,2,Bare Ctrl,Austrolittorina cincta,FALSE,69
CapeFoulwind,1,178,D,2,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,7
CapeFoulwind,1,178,D,2,Bare Ctrl,Epopella plicata COUNT,FALSE,25
CapeFoulwind,1,178,D,2,Bare Ctrl,Notoacmea Net,FALSE,2
CapeFoulwind,1,178,D,2,Bare Ctrl,Notoacmea Radialspokes,FALSE,5
CapeFoulwind,1,178,D,2,Bare Ctrl,Porphyra COUNT,FALSE,1
CapeFoulwind,1,178,D,2,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,8
CapeFoulwind,1,178,D,2,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,9
CapeFoulwind,1,178,D,3,Ctrl,Austrolittorina antipodum,FALSE,8
CapeFoulwind,1,178,D,3,Ctrl,Austrolittorina cincta,FALSE,241
CapeFoulwind,1,178,D,3,Ctrl,Cellana ornata,FALSE,1
CapeFoulwind,1,178,D,3,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,198
CapeFoulwind,1,178,D,3,Ctrl,Epopella plicata COUNT,FALSE,23
CapeFoulwind,1,178,D,3,Ctrl,Epopella plicata DEADCOUNT,FALSE,3
CapeFoulwind,1,178,D,3,Ctrl,Notoacmea Black,FALSE,31
CapeFoulwind,1,178,D,3,Ctrl,Notoacmea Net,FALSE,3
CapeFoulwind,1,178,D,3,Ctrl,Notoacmea Radialspokes,FALSE,13
CapeFoulwind,1,178,D,3,Ctrl,Plaxiphora caelata,FALSE,1
CapeFoulwind,1,178,D,3,Ctrl,Risellopsis varia,FALSE,4
CapeFoulwind,1,178,D,3,Ctrl,Siphonaria australis,FALSE,1
CapeFoulwind,1,178,D,3,Ctrl,Xenostrobus pulex COUNT,FALSE,840
CapeFoulwind,1,178,E,2,- Pred,Austrolittorina cincta,FALSE,86
CapeFoulwind,1,178,E,2,- Pred,Chamaesipho columna DEADCOUNT,FALSE,28
CapeFoulwind,1,178,E,2,- Pred,Epopella plicata COUNT,FALSE,166
CapeFoulwind,1,178,E,2,- Pred,Epopella plicata DEADCOUNT,FALSE,5
CapeFoulwind,1,178,E,2,- Pred,Haustrum scobina,FALSE,1
CapeFoulwind,1,178,E,2,- Pred,Nereididae spp,FALSE,1
CapeFoulwind,1,178,E,2,- Pred,Notoacmea Black,FALSE,5
CapeFoulwind,1,178,E,2,- Pred,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,E,2,- Pred,Notoacmea Radialspokes,FALSE,4
CapeFoulwind,1,178,E,2,- Pred,Perna canaliculus COUNT,FALSE,6
CapeFoulwind,1,178,E,2,- Pred,Risellopsis varia,FALSE,4
CapeFoulwind,1,178,E,2,- Pred,UNID Algae Red,TRUE,0.5
CapeFoulwind,1,178,E,2,- Pred,Xenostrobus pulex COUNT,FALSE,1110
CapeFoulwind,1,178,E,2,- Pred,Xenostrobus pulex DEADCOUNT,FALSE,2
CapeFoulwind,1,178,E,4,- Pred dPrey,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,178,E,4,- Pred dPrey,Austrolittorina cincta,FALSE,163
CapeFoulwind,1,178,E,4,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,96
CapeFoulwind,1,178,E,4,- Pred dPrey,Epopella plicata COUNT,FALSE,233
CapeFoulwind,1,178,E,4,- Pred dPrey,Epopella plicata DEADCOUNT,FALSE,24
CapeFoulwind,1,178,E,4,- Pred dPrey,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,E,4,- Pred dPrey,Nereididae spp,FALSE,3
CapeFoulwind,1,178,E,4,- Pred dPrey,Notoacmea Black,FALSE,11
CapeFoulwind,1,178,E,4,- Pred dPrey,Notoacmea Radialspokes,FALSE,11
CapeFoulwind,1,178,E,4,- Pred dPrey,Perna canaliculus COUNT,FALSE,6
CapeFoulwind,1,178,E,4,- Pred dPrey,Perna canaliculus DEADCOUNT,FALSE,1
CapeFoulwind,1,178,E,4,- Pred dPrey,Porphyra COUNT,FALSE,1
CapeFoulwind,1,178,E,4,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,641
CapeFoulwind,1,178,E,4,- Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,3
CapeFoulwind,1,178,E,6,+ Pred,Austrolittorina antipodum,FALSE,1
CapeFoulwind,1,178,E,6,+ Pred,Austrolittorina cincta,FALSE,45
CapeFoulwind,1,178,E,6,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,87
CapeFoulwind,1,178,E,6,+ Pred,Epopella plicata COUNT,FALSE,149
CapeFoulwind,1,178,E,6,+ Pred,Epopella plicata DEADCOUNT,FALSE,7
CapeFoulwind,1,178,E,6,+ Pred,Haustrum scobina,FALSE,7
CapeFoulwind,1,178,E,6,+ Pred,Mytilus galloprovincialis COUNT,FALSE,2
CapeFoulwind,1,178,E,6,+ Pred,Notoacmea Black,FALSE,29
CapeFoulwind,1,178,E,6,+ Pred,Notoacmea Radialspokes,FALSE,9
CapeFoulwind,1,178,E,6,+ Pred,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,E,6,+ Pred,Risellopsis varia,FALSE,11
CapeFoulwind,1,178,E,6,+ Pred,Sypharochiton pelliserpentis,FALSE,1
CapeFoulwind,1,178,E,6,+ Pred,UNID Algae Red,TRUE,0.1
CapeFoulwind,1,178,E,6,+ Pred,Xenostrobus pulex COUNT,FALSE,746
CapeFoulwind,1,178,E,6,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,E,1,+ Pred dPrey,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,178,E,1,+ Pred dPrey,Austrolittorina cincta,FALSE,311
CapeFoulwind,1,178,E,1,+ Pred dPrey,Cellana radians,FALSE,1
CapeFoulwind,1,178,E,1,+ Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,176
CapeFoulwind,1,178,E,1,+ Pred dPrey,Epopella plicata COUNT,FALSE,143
CapeFoulwind,1,178,E,1,+ Pred dPrey,Epopella plicata DEADCOUNT,FALSE,2
CapeFoulwind,1,178,E,1,+ Pred dPrey,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,E,1,+ Pred dPrey,Haustrum scobina eggmasses,FALSE,3
CapeFoulwind,1,178,E,1,+ Pred dPrey,Margarella spp,FALSE,1
CapeFoulwind,1,178,E,1,+ Pred dPrey,Nereididae spp,FALSE,2
CapeFoulwind,1,178,E,1,+ Pred dPrey,Notoacmea 2spokes,FALSE,3
CapeFoulwind,1,178,E,1,+ Pred dPrey,Notoacmea Black,FALSE,9
CapeFoulwind,1,178,E,1,+ Pred dPrey,Notoacmea Net,FALSE,2
CapeFoulwind,1,178,E,1,+ Pred dPrey,Notoacmea Radialspokes,FALSE,11
CapeFoulwind,1,178,E,1,+ Pred dPrey,Perna canaliculus COUNT,FALSE,3
CapeFoulwind,1,178,E,1,+ Pred dPrey,Risellopsis varia,FALSE,5
CapeFoulwind,1,178,E,1,+ Pred dPrey,Xenostrobus pulex COUNT,FALSE,394
CapeFoulwind,1,178,E,1,+ Pred dPrey,Xenostrobus pulex DEADCOUNT,FALSE,4
CapeFoulwind,1,178,E,5,Bare Ctrl,Austrolittorina antipodum,FALSE,32
CapeFoulwind,1,178,E,5,Bare Ctrl,Austrolittorina cincta,FALSE,59
CapeFoulwind,1,178,E,5,Bare Ctrl,Chamaesipho columna DEADCOUNT,FALSE,4
CapeFoulwind,1,178,E,5,Bare Ctrl,Epopella plicata COUNT,FALSE,101
CapeFoulwind,1,178,E,5,Bare Ctrl,Notoacmea Net,FALSE,15
CapeFoulwind,1,178,E,5,Bare Ctrl,Notoacmea Radialspokes,FALSE,1
CapeFoulwind,1,178,E,5,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,13
CapeFoulwind,1,178,E,5,Bare Ctrl,Xenostrobus pulex COUNT,FALSE,27
CapeFoulwind,1,178,E,3,Ctrl,Austrolittorina antipodum,FALSE,6
CapeFoulwind,1,178,E,3,Ctrl,Austrolittorina cincta,FALSE,257
CapeFoulwind,1,178,E,3,Ctrl,Cellana ornata,FALSE,1
CapeFoulwind,1,178,E,3,Ctrl,Cellana radians,FALSE,1
CapeFoulwind,1,178,E,3,Ctrl,Chamaesipho columna DEADCOUNT,FALSE,199
CapeFoulwind,1,178,E,3,Ctrl,Epopella plicata COUNT,FALSE,342
CapeFoulwind,1,178,E,3,Ctrl,Epopella plicata DEADCOUNT,FALSE,21
CapeFoulwind,1,178,E,3,Ctrl,Haustrum scobina,FALSE,34
CapeFoulwind,1,178,E,3,Ctrl,Mytilus galloprovincialis COUNT,FALSE,1
CapeFoulwind,1,178,E,3,Ctrl,Notoacmea Black,FALSE,9
CapeFoulwind,1,178,E,3,Ctrl,Notoacmea Net,FALSE,3
CapeFoulwind,1,178,E,3,Ctrl,Notoacmea Radialspokes,FALSE,8
CapeFoulwind,1,178,E,3,Ctrl,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,178,E,3,Ctrl,Risellopsis varia,FALSE,1
CapeFoulwind,1,178,E,3,Ctrl,Xenostrobus pulex COUNT,FALSE,430
CapeFoulwind,1,178,E,3,Ctrl,Xenostrobus pulex DEADCOUNT,FALSE,5
CapeFoulwind,1,178,F,6,- Pred dPrey,Austrolittorina antipodum,FALSE,3
CapeFoulwind,1,178,F,6,- Pred dPrey,Austrolittorina cincta,FALSE,215
CapeFoulwind,1,178,F,6,- Pred dPrey,Cellana radians,FALSE,1
CapeFoulwind,1,178,F,6,- Pred dPrey,Chamaesipho columna DEADCOUNT,FALSE,57
CapeFoulwind,1,178,F,6,- Pred dPrey,Epopella plicata COUNT,FALSE,59
CapeFoulwind,1,178,F,6,- Pred dPrey,Notoacmea 2spokes,FALSE,3
CapeFoulwind,1,178,F,6,- Pred dPrey,Notoacmea Black,FALSE,23
CapeFoulwind,1,178,F,6,- Pred dPrey,Notoacmea Net,FALSE,5
CapeFoulwind,1,178,F,6,- Pred dPrey,Notoacmea Radialspokes,FALSE,19
CapeFoulwind,1,178,F,6,- Pred dPrey,Perna canaliculus COUNT,FALSE,2
CapeFoulwind,1,178,F,6,- Pred dPrey,Porphyra COUNT,FALSE,4
CapeFoulwind,1,178,F,6,- Pred dPrey,Risellopsis varia,FALSE,32
CapeFoulwind,1,178,F,6,- Pred dPrey,Xenostrobus pulex COUNT,FALSE,429
CapeFoulwind,1,178,F,4,+ Pred,Austrolittorina antipodum,FALSE,2
CapeFoulwind,1,178,F,4,+ Pred,Austrolittorina cincta,FALSE,61
CapeFoulwind,1,178,F,4,+ Pred,Chamaesipho columna DEADCOUNT,FALSE,186
CapeFoulwind,1,178,F,4,+ Pred,Epopella plicata COUNT,FALSE,76
CapeFoulwind,1,178,F,4,+ Pred,Haustrum scobina,FALSE,4
CapeFoulwind,1,178,F,4,+ Pred,Mytilus galloprovincialis COUNT,FALSE,1
CapeFoulwind,1,178,F,4,+ Pred,Nereididae spp,FALSE,1
CapeFoulwind,1,178,F,4,+ Pred,Notoacmea Black,FALSE,26
CapeFoulwind,1,178,F,4,+ Pred,Notoacmea Net,FALSE,1
CapeFoulwind,1,178,F,4,+ Pred,Notoacmea Radialspokes,FALSE,6
CapeFoulwind,1,178,F,4,+ Pred,Onchidella nigricans,FALSE,1
CapeFoulwind,1,178,F,4,+ Pred,Perna canaliculus COUNT,FALSE,1
CapeFoulwind,1,178,F,4,+ Pred,Risellopsis varia,FALSE,10
CapeFoulwind,1,178,F,4,+ Pred,Sypharochiton pelliserpentis,FALSE,3
CapeFoulwind,1,178,F,4,+ Pred,Xenostrobus pulex COUNT,FALSE,648
CapeFoulwind,2,178,F,4,+ Pred,Xenostrobus pulex COUNT,FALSE,672
CapeFoulwind,1,178,F,4,+ Pred,Xenostrobus pulex DEADCOUNT,FALSE,7
