Site,Year,Season,SurveyType,TideZone,Transect,Quad,QuadSize,SpeciesName,MainQuadOnlySpecies,PercentCoverSpecies,ExtrapolatedCount
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Mytilus galloprovincialis,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,8
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,UNID Macroalgae,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Bare Rock,FALSE,TRUE,35
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Cellana denticulata,FALSE,FALSE,20
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Cellana ornata,FALSE,FALSE,30
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Cellana radians,FALSE,FALSE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Chamaesipho brunnea,FALSE,TRUE,4
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Chamaesipho columna,FALSE,TRUE,60
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Epopella plicata,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Haustrum scobina,FALSE,FALSE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Lasaea rubra hinemoa,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,3
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,UNID Macroalgae,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,UNID Tar,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,4,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Bare Rock,FALSE,TRUE,45
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Calantica spinosa,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana denticulata,FALSE,FALSE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana ornata,FALSE,FALSE,47
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana radians,FALSE,FALSE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Chamaesipho brunnea,FALSE,TRUE,45
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Chamaesipho columna,FALSE,TRUE,6
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Epopella plicata,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Haustrum scobina,FALSE,FALSE,6
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,9
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,UNID Macroalgae,FALSE,TRUE,3
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,UNID Tar,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Bare Rock,FALSE,TRUE,40
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana denticulata,FALSE,FALSE,11
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana ornata,FALSE,FALSE,41
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Cellana radians,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Chamaesipho brunnea,FALSE,TRUE,40
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Chamaesipho columna,FALSE,TRUE,20
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Haustrum scobina,FALSE,FALSE,9
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Lasaea rubra hinemoa,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,High,3,5,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Bare Rock,FALSE,TRUE,25
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana denticulata,FALSE,FALSE,13
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana ornata,FALSE,FALSE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana radians,FALSE,FALSE,3
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Chamaesipho brunnea,FALSE,TRUE,10
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Chamaesipho columna,FALSE,TRUE,55
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Coralline Encrusting Paint,FALSE,TRUE,3
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Epopella plicata,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Mytilus galloprovincialis,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Sabellid sp,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,9
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,UNID Macroalgae,FALSE,TRUE,6
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,UNID Tar,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Bare Rock,FALSE,TRUE,40
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana denticulata,FALSE,FALSE,14
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana ornata,FALSE,FALSE,9
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Cellana radians,FALSE,FALSE,5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Chamaesipho brunnea,FALSE,TRUE,10
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Chamaesipho columna,FALSE,TRUE,30
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Coralline Encrusting Paint,FALSE,TRUE,9
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Epopella plicata,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Mytilus galloprovincialis,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Plaxiphora caelata,FALSE,FALSE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Serpullid sp,FALSE,FALSE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,8
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,UNID Macroalgae,FALSE,TRUE,10
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,UNID Tar,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,1,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Aulacomya atra maoriana,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Bare Rock,FALSE,TRUE,53
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Calantica spinosa,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Cellana denticulata,FALSE,FALSE,10
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Cellana ornata,FALSE,FALSE,7
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Cellana radians,FALSE,FALSE,4
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Chamaesipho brunnea,FALSE,TRUE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Chamaesipho columna,FALSE,TRUE,40
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Coralline Encrusting Paint,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Epopella plicata,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Sabellid sp,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,14
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,UNID Macroalgae,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,UNID Tar,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Bare Rock,FALSE,TRUE,23
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Cellana denticulata,FALSE,FALSE,3
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Cellana radians,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Chamaesipho columna,FALSE,TRUE,60
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Coralline Encrusting Paint,FALSE,TRUE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Diloma aethiops,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Haustrum haustorium,FALSE,FALSE,7
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Onchidella nigricans,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Serpullid sp,FALSE,FALSE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,6
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,UNID Macroalgae,FALSE,TRUE,13
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,UNID Tar,FALSE,TRUE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,2,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Bare Rock,FALSE,TRUE,65
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Cellana denticulata,FALSE,FALSE,15
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Cellana ornata,FALSE,FALSE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Cellana radians,FALSE,FALSE,4
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Chamaesipho brunnea,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Chamaesipho columna,FALSE,TRUE,35
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Coralline Encrusting Paint,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Epopella plicata,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Mytilus galloprovincialis,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Sabellid sp,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,11
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,UNID Macroalgae,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,UNID Tar,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Bare Rock,FALSE,TRUE,72
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Cellana denticulata,FALSE,FALSE,3
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Cellana radians,FALSE,FALSE,9
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Chamaesipho columna,FALSE,TRUE,15
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Coralline Encrusting Paint,FALSE,TRUE,11
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Epopella plicata,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Serpullid sp,FALSE,FALSE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,UNID Macroalgae,FALSE,TRUE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,UNID Tar,FALSE,TRUE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,3,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Bare Rock,FALSE,TRUE,79
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Cellana denticulata,FALSE,FALSE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Cellana radians,FALSE,FALSE,22
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Chamaesipho brunnea,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Chamaesipho columna,FALSE,TRUE,8
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,11
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Mytilus galloprovincialis,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,3
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,UNID Macroalgae,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,UNID Tar,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Bare Rock,FALSE,TRUE,69
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Cellana denticulata,FALSE,FALSE,13
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Cellana radians,FALSE,FALSE,16
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Chamaesipho columna,FALSE,TRUE,18
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Coralline Encrusting Paint,FALSE,TRUE,15
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Plaxiphora caelata,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Serpullid sp,FALSE,FALSE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,12
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,UNID Macroalgae,FALSE,TRUE,6
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,UNID Tar,FALSE,TRUE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,4,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Aulacomya atra maoriana,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Bare Rock,FALSE,TRUE,40
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Cellana denticulata,FALSE,FALSE,7
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Cellana radians,FALSE,FALSE,2
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Chamaesipho brunnea,FALSE,TRUE,1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Chamaesipho columna,FALSE,TRUE,15
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,13
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Diloma aethiops,FALSE,FALSE,6
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Epopella plicata,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Haustrum haustorium,FALSE,FALSE,6
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Sabellid sp,FALSE,TRUE,0.1
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,3
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,UNID Macroalgae,FALSE,TRUE,16
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,UNID Tar,FALSE,TRUE,15
PaiaPoint,2005,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Bare Rock,FALSE,TRUE,26
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Cellana denticulata,FALSE,FALSE,22
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Cellana radians,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Chamaesipho brunnea,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Chamaesipho columna,FALSE,TRUE,71
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Coralline Encrusting Paint,FALSE,TRUE,0.1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Diloma aethiops,FALSE,FALSE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,UNID Macroalgae,FALSE,TRUE,2
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,UNID Tar,FALSE,TRUE,1
PaiaPoint,2006,Winter,Quads_Large_&_Rare_species_only,Mid,3,5,0.25,Xenostrobus pulex,FALSE,TRUE,1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Austrolittorina antipodum,TRUE,FALSE,100
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Austrolittorina cincta,TRUE,FALSE,1640
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Bare Rock,FALSE,TRUE,39
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Cellana denticulata,FALSE,FALSE,3
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Cellana ornata,FALSE,FALSE,19
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Cellana radians,FALSE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Chamaesipho brunnea,FALSE,TRUE,30
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Chamaesipho columna,FALSE,TRUE,30
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Lasaea rubra hinemoa,FALSE,TRUE,0.1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Notoacmea 2spokes,TRUE,FALSE,2
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Notoacmea Radialspokes,TRUE,FALSE,17
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Patelloida corticata,TRUE,FALSE,16
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Risellopsis varia,TRUE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,UNID Macroalgae,FALSE,TRUE,1
Rakautara,2006,Summer,Quads_All_species,High,1,1,0.25,Xenostrobus pulex,FALSE,TRUE,0.5
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Austrolittorina antipodum,TRUE,FALSE,10
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Austrolittorina cincta,TRUE,FALSE,890
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Bare Rock,FALSE,TRUE,65
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Calantica spinosa,FALSE,TRUE,2
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Cellana denticulata,FALSE,FALSE,17
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Cellana ornata,FALSE,FALSE,3
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Cellana radians,FALSE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Chamaesipho brunnea,FALSE,TRUE,20
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Chamaesipho columna,FALSE,TRUE,10
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Coralline Encrusting Paint,FALSE,TRUE,1
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Haustrum haustorium,FALSE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Lasaea rubra hinemoa,FALSE,TRUE,0.1
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Notoacmea 2spokes,TRUE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Notoacmea Radialspokes,TRUE,FALSE,6
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Patelloida corticata,TRUE,FALSE,5
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Risellopsis varia,TRUE,FALSE,36
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Siphonaria australis,TRUE,FALSE,6
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Sypharochiton pelliserpentis,FALSE,FALSE,21
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,UNID Macroalgae,FALSE,TRUE,2
Rakautara,2006,Summer,Quads_All_species,High,1,2,0.25,Xenostrobus pulex,FALSE,TRUE,0.1
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Atalacmea fragilis,FALSE,FALSE,1
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Austrolittorina antipodum,TRUE,FALSE,190
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Austrolittorina cincta,TRUE,FALSE,350
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Bare Rock,FALSE,TRUE,73
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Cellana denticulata,FALSE,FALSE,36
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Cellana ornata,FALSE,FALSE,3
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Cellana radians,FALSE,FALSE,3
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Chamaesipho brunnea,FALSE,TRUE,13
Rakautara,2006,Summer,Quads_All_species,High,1,3,0.25,Chamaesipho columna,FALSE,TRUE,12
